name,size,type,alignment,languages,ac,hp,cr,speed,swim,fly,climb,burrow,passive_perception,darkvision,truesight,tremorsense,blindsight,strength,str_mod,dex,dex_mod,con,con_mod,intel,int_mod,wis,wis_mod,cha,cha_mod,str_save,dex_save,con_save,int_save,wis_save,cha_save,history,perception,stealth,persuasion,insight,deception,arcana,religion,acrobatics,athletics,intimidation,senses,attributes,actions,legendary_actions,legendary,source
kuo-toa-archpriest,medium,humanoid (kuo-toa),neutral evil,Undercommon,13.0,97,6.0,30,30,0,0,0,19,120,0,0,0,16,3,14,2,16,3,13,1,16,3,14,2,0,0,0,0,0,0,0,9,0,0,0,0,0,6,0,0,0,"darkvision 120 ft., passive Perception 19","Amphibious. The kuo-toa can breathe air and water. | Otherworldly Perception. The kuo-toa can sense the presence of any creature within 30 feet of it that is invisible or on the Ethereal Plane. It can pinpoint such a creature that is moving. | Slippery. The kuo-toa has advantage on ability checks and saving throws made to escape a grapple. | Sunlight Sensitivity. While in sunlight, the kuo-toa has disadvantage on attack rolls, as well as on Wisdom (Perception) checks that rely on sight. | Spellcasting. The kuo-toa is a 10th-level spellcaster. Its spellcasting ability is Wisdom (spell save DC 14, +6 to hit with spell attacks). The kuo-toa has the following cleric spells prepared: | Cantrips (at will): guidance, sacred flame, thaumaturgy | 1st level (4 slots): detect magic, sanctuary, shield of faith | 2nd level (3 slots): hold person, spiritual weapon | 3rd level (3 slots): spirit guardians, tongues | 4th level (3 slots): control water, divination | 5th level (2 slots): mass cure wounds, scrying | ","Multiattack. The kuo-toa makes two melee attacks. | Scepter. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) bludgeoning damage plus 14 (4d6) lightning damage. | Unarmed Strike. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 5 (1d4 + 3) bludgeoning damage.",none,0,Monster Manual (BR)
kuo-toa-whip,medium,humanoid (kuo-toa),neutral evil,Undercommon,11.0,65,1.0,30,30,0,0,0,16,120,0,0,0,14,2,10,0,14,2,12,1,14,2,11,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,"darkvision 120 ft., passive Perception 16","Amphibious. The kuo-toa can breathe air and water. | Otherworldly Perception. The kuo-toa can sense the presence of any creature within 30 feet of it that is invisible or on the Ethereal Plane. It can pinpoint such a creature that is moving. | Slippery. The kuo-toa has advantage on ability checks and saving throws made to escape a grapple. | Sunlight Sensitivity. While in sunlight, the kuo-toa has disadvantage on attack rolls, as well as on Wisdom (Perception) checks that rely on sight. | Spellcasting. The kuo-toa is a 2nd-level spellcaster. Its spellcasting ability is Wisdom (spell save DC 12, +4 to hit with spell attacks). The kuo-toa has the following cleric spells prepared: | Cantrips (at will): sacred flame, thaumaturgy | 1st level (3 slots): bane, shield of faith | ","Multiattack. The kuo-toa makes two attacks: one with its bite and one with its pincer staff. | Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 4 (1d4 + 2) piercing damage. | Pincer Staff. Melee Weapon Attack: +4 to hit, reach 10 ft., one target. Hit: 5 (1d6 + 2) piercing damage. If the target is a Medium or smaller creature, it is grappled (escape DC 14). Until this grapple ends, the kuo-toa can't use its pincer staff on another target.",none,0,Monster Manual (BR)
laeral-silverhand,medium,humanoid (human),chaotic good,"Common, Draconic, Dwarvish, Elvish, Giant, Infernal",18.0,228,17.0,30,0,0,0,0,21,0,60,0,0,13,1,17,3,20,5,20,5,20,5,19,4,0,0,0,11,11,0,17,11,0,10,11,0,17,0,0,0,0,"truesight 60 ft., passive Perception 21","Special Equipment. Laeral wears a white robe of the archmagi (accounted for in her statistics). She wields a flame tongue longsword. | Magic Resistance. While wearing her robe of the archmagi, Laeral has advantage on saving throws against spells and other magical effects. | Spellcasting. Laeral is a 19th-level spellcaster. Her spellcasting ability is Intelligence (spell save DC 21, +13 to hit with spell attacks). Laeral has the following wizard spells prepared: | Cantrips (at will): light, mage hand, minor illusion, , ray of frost | 1st level (at will): detect magicc, disguise self, magic missile, shield | 2nd level (at will): detect thoughts, invisibility, misty step | 3rd level (3 slots): counterspell, fly, sending, tongues | 4th level (3 slots): banishment, greater invisibility, Otiluke's resilient sphere | 5th level (3 slots): cone of cold, geas, Rary's telepathic bond | 6th level (2 slots): globe of invulnerability, mass suggestion | 7th level (1 slot): prismatic spray, teleport | 8th level (1 slot): feeblemind, power word stun | 9th level (1 slot): time stop | ","Multiattack. Laeral makes three attacks with her silver hair and flame tongue, in any combination. She can cast one of her cantrips or 1st-level spells before or after making these attacks. | Silver Hair. Melee Weapon Attack: +11 to hit, reach 5 ft., one target. Hit: 7 (2d6) force damage, and the target must succeed on a DC 19 Constitution saving throw or be paralyzed for 1 minute. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. | Flame Tongue. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 5 (1d8 + 1) slashing damage plus 7 (2d6) fire damage, or 6 (1d10 + 1) slashing damage plus 7 (2d6) fire damage when used with two hands. | Spellfire (Recharges after a Long Rest). Magical, heatless, silver fire harmlessly erupts from Laeral and surrounds her until she is incapacitated or until she uses an action to quench it. She gains one of the following benefits of her choice, which lasts until the silver fire ends: | • She can breathe underwater. | • She can survive without food and water. | • She is immune to magic that would ascertain her thoughts, truthfulness, alignment, or creature type. | • She gains resistance to cold damage, and she is unharmed by temperatures as low as −50 degrees Fahrenheit. | While the silver fire is present, she has the following additional action options: | • Cast the cure wounds spell. The target regains 1d8 + 5 hit points. After Laeral takes this action, roll a d6. On a roll of 1, the silver fire disappears. | • Cast the revivify spell without material components. After Laeral takes this action, roll a d6. On a roll of 1–2, the silver fire disappears. | • Release a 60-foot line of silver fire that is 5 feet wide or a 30-foot cone of silver fire. Objects in the area that aren't being worn or carried take 26 (4d12) fire damage. Each creature in the area must succeed on a DC 21 Dexterity saving throw, taking 26 (4d12) fire damage on a failed save, or half as much damage on a successful one. After Laeral takes this action, roll a d6. On a roll of 1–3, the silver fire disappears.",none,0,Adventures (Dragon Heist)
lamia,large,monstrosity,chaotic evil,"Abyssal, Common",13.0,97,4.0,30,0,0,0,0,12,60,0,0,0,16,3,13,1,15,2,14,2,15,2,16,3,0,0,0,0,0,0,0,0,3,0,4,7,0,0,0,0,0,"darkvision 60 ft., passive Perception 12","Innate Spellcasting. The lamia's innate spellcasting ability is Charisma (spell save DC 13). It can innately cast the following spells, requiring no material components. | At will: disguise self (any humanoid form), major image | 3/day each: charm person, mirror image, scrying, suggestion | 1/day: geas | ","Multiattack. The lamia makes two attacks: one with its claws and one with its dagger or Intoxicating Touch. | Claws. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 14 (2d10 + 3) slashing damage. | Dagger. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 5 (1d4 + 3) piercing damage. | Intoxicating Touch. Melee Spell Attack: +5 to hit, reach 5 ft., one creature. Hit: The target is magically cursed for 1 hour. Until the curse ends, the target has disadvantage on Wisdom saving throws and all ability checks.",none,0,Monster Manual (SRD)
lemure,medium,fiend (devil),lawful evil,understands Infernal but can't speak,7.0,13,0.0,15,0,0,0,0,10,120,0,0,0,10,0,5,-3,11,0,1,-5,11,0,3,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"darkvision 120 ft., passive Perception 10",Devil's Sight. Magical darkness doesn't impede the lemure's darkvision. | Hellish Rejuvenation. A lemure that dies in the Nine Hells comes back to life with all its hit points in 1d10 days unless it is killed by a good-aligned creature with a bless spell cast on that creature or its remains are sprinkled with holy water. | ,"Fist. Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 2 (1d4) bludgeoning damage.",none,0,Monster Manual (SRD)
leucrotta,large,monstrosity,chaotic evil,"Abyssal, Gnoll",14.0,67,3.0,50,0,0,0,0,13,60,0,0,0,18,4,14,2,15,2,9,-1,12,1,6,-2,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,"darkvision 60 ft., passive Perception 13",unavailable,unavailable,unavailable,0,Volo's Guide to Monsters
leviathan,gargantuan,elemental,neutral,none,17.0,328,20.0,40,120,0,0,0,14,60,0,0,0,30,1,24,7,30,1,2,-4,18,4,17,3,0,0,0,0,10,9,0,0,0,0,0,0,0,0,0,0,0,"darkvision 60 ft., passive Perception 14",unavailable,unavailable,unavailable,0,Mordenkainen's Tome of Foes
lich,medium,undead,any evil alignment,Common plus up to five other languages,17.0,135,21.0,30,0,0,0,0,19,0,120,0,0,11,0,16,3,16,3,20,5,14,2,16,3,0,0,10,12,9,0,12,9,0,0,9,0,19,0,0,0,0,"truesight 120 ft., passive Perception 19","Legendary Resistance (3/Day). If the lich fails a saving throw, it can choose to succeed instead. | Rejuvenation. If it has a phylactery, a destroyed lich gains a new body in 1d10 days, regaining all its hit points and becoming active again. The new body appears within 5 feet of the phylactery. | Spellcasting. The lich is an 18th-level spellcaster. Its spellcasting ability is Intelligence (spell save DC 20, +12 to hit with spell attacks). The lich has the following wizard spells prepared: | Cantrips (at will): mage hand, prestidigitation, ray of frost | 1st level (4 slots): detect magic, magic missile, shield, thunderwave | 2nd level (3 slots): detect thoughts, invisibility, Melf's acid arrow, mirror image | 3rd level (3 slots): animate dead, counterspell, dispel magic, fireball | 4th level (3 slots): blight, dimension door | 5th level (3 slots): cloudkill, scrying | 6th level (1 slot): disintegrate, globe of invulnerability | 7th level (1 slot): finger of death, plane shift | 8th level (1 slot): dominate monster, power word stun | 9th level (1 slot): power word kill | Turn Resistance. The lich has advantage on saving throws against any effect that turns undead. | ","Paralyzing Touch. Melee Spell Attack: +12 to hit, reach 5 ft., one creature. Hit: 10 (3d6) cold damage. The target must succeed on a DC 18 Constitution saving throw or be paralyzed for 1 minute. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. | ","The lich can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature's turn. The lich regains spent legendary actions at the start of its turn. | Cantrip. The lich casts a cantrip. | Paralyzing Touch (Costs 2 Actions). The lich uses its Paralyzing Touch. | Frightening Gaze (Costs 2 Actions). The lich fixes its gaze on one creature it can see within 10 feet of it. The target must succeed on a DC 18 Wisdom saving throw against this magic or become frightened for 1 minute. The frightened target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a target's saving throw is successful or the effect ends for it, the target is immune to the lich's gaze for the next 24 hours. | Disrupt Life (Costs 3 Actions). Each non‐undead creature within 20 feet of the lich must make a DC 18 Constitution saving throw against this magic, taking 21 (6d6) necrotic damage on a failed save, or half as much damage on a successful one.",1,Monster Manual (SRD)
lion,large,beast,unaligned,none,12.0,26,1.0,50,0,0,0,0,13,0,0,0,0,17,3,15,2,13,1,3,-4,12,1,8,-1,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,passive Perception 13,"Keen Smell. The lion has advantage on Wisdom (Perception) checks that rely on smell. | Pack Tactics. The lion has advantage on an attack roll against a creature if at least one of the lion's allies is within 5 feet of the creature and the ally isn't incapacitated. | Pounce. If the lion moves at least 20 feet straight toward a creature and then hits it with a claw attack on the same turn, that target must succeed on a DC 13 Strength saving throw or be knocked prone. If the target is prone, the lion can make one bite attack against it as a bonus action. | Running Leap. With a 10-foot running start, the lion can long jump up to 25 feet. | ","Bite. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) piercing damage. | Claw. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) slashing damage.",none,0,Monster Manual (SRD)
lizard,tiny,beast,unaligned,none,10.0,2,0.0,20,0,0,20,0,9,30,0,0,0,2,-4,11,0,10,0,1,-5,8,-1,3,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"darkvision 30 ft., passive Perception 9",,"Bite. Melee Weapon Attack: +0 to hit, reach 5 ft., one target. Hit: 1 piercing damage.",none,0,Monster Manual (SRD)
lizard-king-queen,medium,humanoid (lizardfolk),chaotic evil,"Abyssal, Draconic",15.0,78,4.0,30,30,0,0,0,14,60,0,0,0,17,3,12,1,15,2,11,0,11,0,15,2,0,0,4,0,2,0,0,4,5,0,0,0,0,0,0,0,0,"darkvision 60 ft., passive Perception 14","Hold Breath. The lizardfolk can hold its breath for 15 minutes. | Skewer. Once per turn, when the lizardfolk makes a melee attack with its trident and hits, the target takes an extra 10 (3d6) damage, and the lizardfolk gains temporary hit points equal to the extra damage dealt. | ","Multiattack. The lizardfolk makes two attacks: one with its bite and one with its claws or trident or two melee attacks with its trident. | Bite. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) piercing damage. | Claws. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 5 (1d4 + 3) slashing damage. | Trident. Melee or Ranged Weapon Attack: +5 to hit, reach 5 ft. or range 20/60 ft., one target. Hit: 6 (1d6 + 3) piercing damage, or 7 (1d8 + 3) piercing damage if used with two hands to make a melee attack.",none,0,Monster Manual (BR)
lizardfolk,medium,humanoid (lizardfolk),neutral,Draconic,15.0,22,0.5,30,30,0,0,0,13,0,0,0,0,15,2,10,0,13,1,7,-2,12,1,7,-2,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,passive Perception 13,Hold Breath. The lizardfolk can hold its breath for 15 minutes. | ,"Multiattack. The lizardfolk makes two melee attacks, each one with a different weapon. | Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) piercing damage. | Heavy Club. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) bludgeoning damage. | Javelin. Melee or Ranged Weapon Attack: +4 to hit, reach 5 ft. or range 30/120 ft., one target. Hit: 5 (1d6 + 2) piercing damage. | Spiked Shield. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) piercing damage.",none,0,Monster Manual (SRD)
lizardfolk-shaman,medium,humanoid (lizardfolk),neutral,Draconic,13.0,27,2.0,30,30,0,0,0,14,0,0,0,0,15,2,10,0,13,1,10,0,15,2,8,-1,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,passive Perception 14,"Hold Breath. The lizardfolk can hold its breath for 15 minutes. | Spellcasting (Lizardfolk Form Only). The lizardfolk is a 5th-level spellcaster. Its spellcasting ability is Wisdom (spell save DC 12, +4 to hit with spell attacks). The lizardfolk has the following druid spells prepared: | Cantrips (at will): druidcraft, produce flame, thorn whip | 1st Level (4 slots): entangle, fog cloud | 2nd Level (3 slots): heat metal, spike growth | 3rd Level (2 slots): conjure animals (reptiles only), plant growth | ","Multiattack (Lizardfolk Form Only). The lizardfolk makes two attacks: one with its bite and one with its claws. | Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) piercing damage, or 7 (1d10 + 2) piercing damage in crocodile form. If the lizardfolk is in crocodile form and the target is a Large or smaller creature, the target is grappled (escape DC 12). Until this grapple ends, the target is restrained, and the lizardfolk can't bite another target. If the lizardfolk reverts to its true form, the grapple ends. | Claws (Lizardfolk Form Only). Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 4 (1d4 + 2) slashing damage. | Change Shape (Recharges after a Short or Long Rest). The lizardfolk magically polymorphs into a crocodile, remaining in that form for up to 1 hour. It can revert to its true form as a bonus action. Its statistics, other than its size, are the same in each form. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies.",none,0,Monster Manual (BR)
mage,medium,humanoid (any race),any alignment,any four languages,12.0,40,6.0,30,0,0,0,0,11,0,0,0,0,9,-1,14,2,11,0,17,3,12,1,11,0,0,0,0,6,4,0,6,0,0,0,0,0,6,0,0,0,0,passive Perception 11,"Spellcasting. The mage is a 9th-level spellcaster. Its spellcasting ability is Intelligence (spell save DC 14, +6 to hit with spell attacks). The mage has the following wizard spells prepared: | Cantrips (at will): fire bolt, light, mage hand, prestidigitation | 1st level (4 slots): detect magic, mage armor, magic missile, shield | 2nd level (3 slots): misty step, suggestion | 3rd level (3 slots): counterspell, fireball, fly | 4th level (3 slots): greater invisibility, ice storm | 5th level (1 slot): cone of cold | ","Dagger. Melee or Ranged Weapon Attack: +5 to hit, reach 5 ft. or range 20/60 ft., one target. Hit: 4 (1d4 + 2) piercing damage.",none,0,Monster Manual (SRD)
magma-mephit,small,elemental,neutral evil,"Ignan, Terran",11.0,22,0.5,30,0,30,0,0,10,60,0,0,0,8,-1,12,1,12,1,7,-2,10,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,"darkvision 60 ft., passive Perception 10","Death Burst. When the mephit dies, it explodes in a burst of lava. Each creature within 5 feet of it must make a DC 11 Dexterity saving throw, taking 7 (2d6) fire damage on a failed save, or half as much damage on a successful one. | False Appearance. While the mephit remains motionless, it is indistinguishable from an ordinary mound of magma. | Innate Spellcasting (1/Day). The mephit can innately cast heat metal (spell save DC 10), requiring no material components. Its innate spellcasting ability is Charisma. | ","Claws. Melee Weapon Attack: +3 to hit, reach 5 ft., one creature. Hit: 3 (1d4 + 1) slashing damage plus 2 (1d4) fire damage. | Fire Breath (Recharge 6). The mephit exhales a 15-foot cone of fire. Each creature in that area must make a DC 11 Dexterity saving throw, taking 7 (2d6) fire damage on a failed save, or half as much damage on a successful one.",none,0,Monster Manual (SRD)
magmin,small,elemental,chaotic neutral,Ignan,14.0,9,0.5,30,0,0,0,0,10,60,0,0,0,7,-2,15,2,12,1,8,-1,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"darkvision 60 ft., passive Perception 10","Death Burst. When the magmin dies, it explodes in a burst of fire and magma. Each creature within 10 feet of it must make a DC 11 Dexterity saving throw, taking 7 (2d6) fire damage on a failed save, or half as much damage on a successful one. Flammable objects that aren't being worn or carried in that area are ignited. | Ignited Illumination. As a bonus action, the magmin can set itself ablaze or extinguish its flames. While ablaze, the magmin sheds bright light in a 10-foot radius and dim light for an additional 10 feet. | ","Touch. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 7 (2d6) fire damage. If the target is a creature or a flammable object, it ignites. Until a creature takes an action to douse the fire, the target takes 3 (1d6) fire damage at the end of each of its turns.",none,0,Monster Manual (SRD)
male-steeder,medium,monstrosity,unaligned,none,12.0,13,0.25,30,0,0,30,0,14,120,0,0,0,15,2,12,1,14,2,2,-4,10,0,3,-4,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,"darkvision 120 ft., passive Perception 14",unavailable,unavailable,unavailable,0,Mordenkainen's Tome of Foes
mammoth,huge,beast,unaligned,none,13.0,126,6.0,40,0,0,0,0,10,0,0,0,0,24,7,9,-1,21,5,3,-4,11,0,6,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,passive Perception 10,"Trampling Charge. If the mammoth moves at least 20 feet straight toward a creature and then hits it with a gore attack on the same turn, that target must succeed on a DC 18 Strength saving throw or be knocked prone. If the target is prone, the mammoth can make one stomp attack against it as a bonus action. | ","Gore. Melee Weapon Attack: +10 to hit, reach 10 ft., one target. Hit: 25 (4d8 + 7) piercing damage. | Stomp. Melee Weapon Attack: +10 to hit, reach 5 ft., one prone creature. Hit: 29 (4d10 + 7) bludgeoning damage.",none,0,Monster Manual (SRD)
manes,small,fiend (demon),chaotic evil,understands Abyssal but can't speak,9.0,9,0.125,20,0,0,0,0,9,60,0,0,0,10,0,9,-1,13,1,3,-4,8,-1,4,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"darkvision 60 ft., passive Perception 9",unavailable,unavailable,unavailable,0,Monster Manual
manshoon,medium,humanoid (human),lawful evil,"Common, Draconic, Goblin, Infernal, Orc, Undercommon",19.0,126,13.0,30,0,0,0,0,12,60,0,0,0,10,0,14,2,12,1,23,6,15,2,16,3,2,4,3,13,9,5,11,0,0,0,0,0,11,0,0,0,0,"darkvision 60 ft., passive Perception 12",unavailable,unavailable,unavailable,0,Adventures (Dragon Heist)
manticore,large,monstrosity,lawful evil,Common,14.0,68,3.0,30,0,50,0,0,11,60,0,0,0,17,3,16,3,17,3,7,-2,12,1,8,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"darkvision 60 ft., passive Perception 11",Tail Spike Regrowth. The manticore has twenty-four tail spikes. Used spikes regrow when the manticore finishes a long rest. | ,"Multiattack. The manticore makes three attacks: one with its bite and two with its claws or three with its tail spikes. | Bite. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) piercing damage. | Claw. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) slashing damage. | Tail Spike. Ranged Weapon Attack: +5 to hit, range 100/200 ft., one target. Hit: 7 (1d8 + 3) piercing damage.",none,0,Monster Manual (SRD)
mantrap,large,plant,unaligned,none,12.0,45,1.0,5,0,0,0,0,10,0,0,30,0,15,2,14,2,12,1,1,-5,10,0,2,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"tremorsense 30 ft., passive Perception 10",unavailable,unavailable,unavailable,0,Adventures (Tomb of Annihilation)
marid,large,elemental,chaotic neutral,Aquan,17.0,229,11.0,30,90,60,0,0,13,120,0,0,30,22,6,12,1,26,8,18,4,17,3,18,4,0,5,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,"blindsight 30 ft., darkvision 120 ft., passive Perception 13",unavailable,unavailable,unavailable,0,Monster Manual
marilith,large,fiend (demon),chaotic evil,"Abyssal, telepathy 120 ft.",18.0,189,16.0,40,0,0,0,0,13,0,120,0,0,18,4,20,5,20,5,18,4,16,3,20,5,9,0,10,0,8,10,0,0,0,0,0,0,0,0,0,0,0,"truesight 120 ft., passive Perception 13",Magic Resistance. The marilith has advantage on saving throws against spells and other magical effects. | Magic Weapons. The marilith's weapon attacks are magical. | Reactive. The marilith can take one reaction on every turn in a combat. | ,"Multiattack. The marilith makes seven attacks: six with its longswords and one with its tail. | Longsword. Melee Weapon Attack: +9 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) slashing damage. | Tail. Melee Weapon Attack: +9 to hit, reach 10 ft., one creature. Hit: 15 (2d10 + 4) bludgeoning damage. If the target is Medium or smaller, it is grappled (escape DC 19). Until this grapple ends, the target is restrained, the marilith can automatically hit the target with its tail, and the marilith can't make tail attacks against other targets. | Teleport. The marilith magically teleports, along with any equipment it is wearing or carrying, up to 120 feet to an unoccupied space it can see. | RE",none,0,Monster Manual (SRD)
martial-arts-adept,medium,humanoid (any race),any alignment,any one language (usually Common),16.0,60,3.0,40,0,0,0,0,13,0,0,0,0,11,0,17,3,13,1,11,0,16,3,10,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,0,passive Perception 13,unavailable,unavailable,unavailable,0,Volo's Guide to Monsters
marut,large,construct (inevitable),lawful neutral,all but rarely speaks,22.0,432,25.0,40,0,30,0,0,20,60,0,0,0,28,9,12,1,26,8,19,4,15,2,18,4,0,0,0,12,10,12,0,10,0,0,10,0,0,0,0,0,12,"darkvision 60 ft., passive Perception 20",unavailable,unavailable,unavailable,0,Mordenkainen's Tome of Foes
master-of-souls,medium,humanoid (human),neutral evil,"Abyssal, Common, Infernal",12.0,45,4.0,30,0,0,0,0,12,0,0,0,0,10,0,14,2,17,3,19,4,14,2,13,1,0,0,0,0,4,0,0,0,0,0,0,0,6,6,0,0,0,passive Perception 12,unavailable,unavailable,unavailable,0,Adventures (Descent into Avernus)
master-thief,medium,humanoid (any race),any alignment,any one language (usually Common) plus thieves' cant,16.0,84,5.0,30,0,0,0,0,13,0,0,0,0,11,0,18,4,14,2,11,0,11,0,12,1,0,7,0,3,0,0,0,3,7,0,0,0,0,0,7,3,0,passive Perception 13,unavailable,unavailable,unavailable,0,Volo's Guide to Monsters
mastiff,medium,beast,unaligned,none,12.0,5,0.125,40,0,0,0,0,13,0,0,0,0,13,1,14,2,12,1,3,-4,12,1,7,-2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,passive Perception 13,Keen Hearing and Smell. The mastiff has advantage on Wisdom (Perception) checks that rely on hearing or smell. | ,"Bite. Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 4 (1d6 + 1) piercing damage. If the target is a creature, it must succeed on a DC 11 Strength saving throw or be knocked prone.",none,0,Monster Manual (SRD)
maurezhi,medium,fiend (demon),chaotic evil,"Abyssal, Elvish, telepathy 120 ft.",15.0,88,7.0,30,0,0,0,0,11,120,0,0,0,14,2,17,3,12,1,11,0,12,1,15,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,"darkvision 120 ft., passive Perception 11",unavailable,unavailable,unavailable,0,Mordenkainen's Tome of Foes
maw-demon,medium,fiend (demon),chaotic evil,understands Abyssal but can't speak,13.0,33,1.0,30,0,0,0,0,9,60,0,0,0,14,2,8,-1,13,1,5,-3,8,-1,5,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"darkvision 60 ft., passive Perception 9",unavailable,unavailable,unavailable,0,Volo's Guide to Monsters
meazel,medium,humanoid (meazel),neutral evil,Common,13.0,35,1.0,30,0,0,0,0,13,120,0,0,0,8,-1,17,3,9,-1,14,2,13,1,10,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,"darkvision 120 ft., passive Perception 13",unavailable,unavailable,unavailable,0,Mordenkainen's Tome of Foes
medusa,medium,monstrosity,lawful evil,Common,15.0,127,6.0,30,0,0,0,0,14,60,0,0,0,10,0,15,2,16,3,12,1,13,1,15,2,0,0,0,0,0,0,0,4,5,0,4,5,0,0,0,0,0,"darkvision 60 ft., passive Perception 14","Petrifying Gaze. When a creature that can see the medusa's eyes starts its turn within 30 feet of the medusa, the medusa can force it to make a DC 14 Constitution saving throw if the medusa isn't incapacitated and can see the creature. If the saving throw fails by 5 or more, the creature is instantly petrified. Otherwise, a creature that fails the save begins to turn to stone and is restrained. The restrained creature must repeat the saving throw at the end of its next turn, becoming petrified on a failure or ending the effect on a success. The petrification lasts until the creature is freed by the greater restoration spell or other magic. Unless surprised, a creature can avert its eyes to avoid the saving throw at the start of its turn. If the creature does so, it can't see the medusa until the start of its next turn, when it can avert its eyes again. If the creature looks at the medusa in the meantime, it must immediately make the save. If the medusa sees itself reflected on a polished surface within 30 feet of it and in an area of bright light, the medusa is, due to its curse, affected by its own gaze. | ","Multiattack. The medusa makes either three melee attacks -one with its snake hair and two with its shortsword- or two ranged attacks with its longbow. | Snake Hair. Melee Weapon Attack: +5 to hit, reach 5 ft., one creature. Hit: 4 (1d4 + 2) piercing damage plus 14 (4d6) poison damage. | Shortsword. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) piercing damage. | Longbow. Ranged Weapon Attack: +5 to hit, range 150/600 ft., one target. Hit: 6 (1d8 + 2) piercing damage plus 7 (2d6) poison damage.",none,0,Monster Manual (SRD)
meenlock,small,fey,neutral evil,telepathy 120 ft.,15.0,31,2.0,30,0,0,0,0,14,120,0,0,0,7,-2,15,2,12,1,11,0,10,0,8,-1,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,"darkvision 120 ft., passive Perception 14",unavailable,unavailable,unavailable,0,Volo's Guide to Monsters
merfolk,medium,humanoid (merfolk),neutral,"Aquan, Common",11.0,11,0.125,10,40,0,0,0,12,0,0,0,0,10,0,13,1,12,1,11,0,11,0,12,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,passive Perception 12,Amphibious. The merfolk can breathe air and water. | ,"Spear. Melee or Ranged Weapon Attack: +2 to hit, reach 5 ft. or range 20/60 ft., one target. Hit: 3 (1d6) piercing damage, or 4 (1d8) piercing damage if used with two hands to make a melee attack.",none,0,Monster Manual (SRD)
